feature,importance
fp_354,-0.000643411219025114
fp_1009,-0.0006468303163349009
fp_511,-0.0006474551913474124
fp_925,-0.0006503730501396743
fp_990,-0.0006507417926670533
fp_71,-0.0006560574435693467
fp_724,-0.0006591190954331805
fp_72,-0.0006683654733915633
fp_450,-0.0006818492075579385
fp_25,-0.0006969245075787667
fp_36,-0.0007147809221585754
fp_425,-0.0007181151518284468
fp_556,-0.0007207057059437583
fp_668,-0.0007214192420932797
fp_702,-0.0007245351964780932
fp_361,-0.0007284090591756498
fp_952,-0.000728441272926017
fp_349,-0.0007328486084014374
fp_279,-0.000733708398029298
fp_863,-0.0007349192945767302
fp_778,-0.0007403476950267662
fp_213,-0.0007457376985720021
fp_479,-0.0007485799554645123
fp_596,-0.0007948374059969732
fp_173,-0.0007992468778697859
fp_131,-0.0008042055100878298
fp_316,-0.00082203210306101
fp_583,-0.0008251961806569508
fp_939,-0.0008252160210502124
fp_302,-0.0008661460883100825
fp_268,-0.0008720985460363151
fp_259,-0.0008883371819859764
fp_520,-0.0008955750394570416
fp_253,-0.0009025255966739643
fp_751,-0.0009039565427815255
fp_539,-0.0009284552156079817
fp_651,-0.0009392768682076724
fp_875,-0.0009438143507052854
fp_691,-0.000944668822881789
fp_157,-0.000961536303158228
fp_14,-0.0009634079917141047
fp_283,-0.0009962410707776814
fp_814,-0.0010082011879824827
fp_208,-0.001014290463017742
fp_832,-0.0010197191978328136
fp_983,-0.0010415014509605025
fp_148,-0.00105814743412469
fp_323,-0.0010624318631178853
fp_1013,-0.001073371451058147
fp_606,-0.0010780347189365159
fp_631,-0.001083139982167125
fp_458,-0.0010849619300711045
fp_1012,-0.0010899535588027587
fp_145,-0.001100721520327208
fp_731,-0.001118098870881623
fp_438,-0.001132290891683574
fp_406,-0.001133684051210404
fp_375,-0.0011365645192216722
fp_487,-0.001139445733590938
fp_503,-0.0011428949561291702
fp_454,-0.001185029559633477
fp_655,-0.0012451198140738362
fp_746,-0.0013159785022411996
fp_884,-0.0013260223877991973
